"","FACILITYID","NAME","ADDRESS","CITY","STATE","ZIP","ZIP4","TELEPHONE","TYPE","STATUS","POPULATION","COUNTY","COUNTYFIPS","COUNTRY","NAICS_CODE","NAICS_DESC","SOURCE","SOURCEDATE","VAL_METHOD","VAL_DATE","WEBSITE","SECURELVL","CAPACITY","SHAPE_Leng","GlobalID","CreationDa","Creator","EditDate","Editor","SHAPE_Le_1","SHAPE_Area","intersection","HUC","elevation","elev_units","LONGITUDE","LATITUDE","INDEX_CARCERAL","GEOID","URBAN","REGION"
"37","10002745","PALO PINTO COUNTY JAIL","420 CEDAR ST","PALO PINTO","TX","76484","-999","(940) 659-1293","COUNTY","OPEN",119,"PALO PINTO","48363","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.palopintocountysheriff.com/, https://www.tcjs.state.tx.us/index.php?linkID=325",2018-03-01,"IMAGERY/OTHER",2020-02-27,"http://www.palopintocountysheriff.com/","NOT AVAILABLE",142,0.00473935612363,"{C4BB794F-A255-47CF-9C9A-44C44832A035}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",583.501011579058,8.89724962e-07,17382,"120602010703",314.01,"meters",-98.2982252798921,32.76869536989,37,483630003001054,"RURAL","WEST SOUTH CENTRAL"
"38","10002907","VICTORIA COUNTY JAIL","101 N GLASS ST","VICTORIA","TX","77901","-999","(361) 575-0651","COUNTY","OPEN",375,"VICTORIA","48469","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.tcjs.state.tx.us/index.php?linkID=325, http://www.victoriasheriff.org/",2018-03-01,"IMAGERY/OTHER",2020-03-04,"http://www.victoriasheriff.org/","NOT AVAILABLE",524,0.00310972106719,"{5D41090E-8A56-481F-96DB-FDB97D6E3E53}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",371.110877984783,4.51469863e-07,29811,"121002040108",25.99,"meters",-97.0084148099248,28.8003410824887,38,484690001001047,"URBAN","WEST SOUTH CENTRAL"
"39","10000727","WOMEN'S COMMUNITY CORRECTION CENTER","324 NORTH 6TH STREET","ALLENTOWN","PA","18102","-999","(610) 820-3310","COUNTY","NOT AVAILABLE",49,"LEHIGH","42077","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.countyoffice.org/womens-community-correction-center-allentown-pa-420/",2020-05-28,"IMAGERY",2020-01-31,"NOT AVAILABLE","MINIMUM",-999,0.00109813307057,"{C3CE0A05-F221-439C-8C35-CD670FC148E7}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",137.232869855821,6.2830662e-08,43189,"020401060602",104.69,"meters",-75.4725743863521,40.6076559627223,39,420770010002011,"URBAN","MID ATLANTIC"
"40","10005513","CHATHAM COUNTY DETENTION CENTER","627 RENAISSANCE DRIVE","PITTSBORO","NC","27312","-999","(919) 545-7802","COUNTY","OPEN",NA,"CHATHAM","37037","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.chathamnc.org/government/departments-programs/sheriff-s-office",2018-04-02,"IMAGERY/OTHER",2020-02-13,"https://www.chathamnc.org/government/departments-programs/sheriff-s-office","NOT AVAILABLE",-999,0.005255150383,"{EA15DB95-3988-4146-B9C4-C33A3A027015}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",644.183143946896,1.404697932e-06,93159,"030300030506",145.84,"meters",-79.265856689984,35.7410792624141,40,370370202032022,"RURAL","SOUTH ATLANTIC"
"41","10005502","CHOWAN LAW ENFORCEMENT CENTER","305 WEST FREEMASON STREET","EDENTON","NC","27932","-999","(252) 482-3822","COUNTY","OPEN",NA,"CHOWAN","37041","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.chowancounty-nc.gov/index.asp?Type=B_BASIC&SEC=%7BB6F299B1-BAEE-4E90-AFE5-E250FE7B256E%7D",2020-02-13,"IMAGERY/OTHER",2020-02-13,"https://www.chowancounty-nc.gov/index.asp?Type=B_BASIC&SEC=%7BB6F299B1-BAEE-4E90-AFE5-E250FE7B256E%7D","NOT AVAILABLE",-999,0.00320138410325,"{56625D6F-1520-411B-AA48-712B14E9774E}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",392.633307304225,3.28866299e-07,93068,"030102050101",4.75,"meters",-76.611559750172,36.0655017890483,41,370419301013024,"URBAN","SOUTH ATLANTIC"
"42","10002834","WALKER COUNTY JAIL","751 FM 2821 W","HUNTSVILLE","TX","77320","-999","(936) 435-2412","COUNTY","OPEN",186,"WALKER","48471","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.tcjs.state.tx.us/index.php?linkID=325, https://www.co.walker.tx.us/department/index.php?structureid=21",2018-03-01,"IMAGERY/OTHER",2020-03-04,"NOT AVAILABLE","NOT AVAILABLE",268,0.00479902473128,"{491D55BB-B5EF-48C5-B4BA-28DFFDF80179}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",567.56600749647,7.55238159e-07,17350,"120302020805",121.99,"meters",-95.5681257121025,30.7390689646115,42,484717905002013,"URBAN","WEST SOUTH CENTRAL"
"43","10002852","WALLER COUNTY JAIL","701 CALVIT ST","HEMPSTEAD","TX","77445","-999","(979) 826-8282","COUNTY","OPEN",75,"WALLER","48473","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.tcjs.state.tx.us/index.php?linkID=325",2018-03-01,"IMAGERY/OTHER",2020-03-04,"http://www.wallercountytexassheriff.org/home","NOT AVAILABLE",110,0.00259730217335,"{A99EB438-6632-44AC-997C-6E50BA92026D}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",309.841358591392,3.29369961e-07,93443,"120701040104",76.27,"meters",-96.0753329892942,30.1023855304564,43,484736805011015,"URBAN","WEST SOUTH CENTRAL"
"44","10006643","ABRAXAS I","165 ABRAXAS ROAD","MARIENVILLE","PA","16239","-999","(800) 352-3402","STATE","OPEN",NA,"FOREST","42053","USA","922140","CORRECTIONAL INSTITUTIONS","https://abraxasyfs.com/abraxas-academy.html",2018-01-05,"IMAGERY/OTHER",2020-01-28,"https://abraxasyfs.com/abraxas-1.html","JUVENILE",204,0.0129010432566,"{13629D70-5EB3-46CD-A1E7-B84305DF3D7B}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1733.19147162328,1.0557374141e-05,41061,"050100030404",553.01,"meters",-79.1287462632385,41.5510452292996,44,420535301001037,"RURAL","MID ATLANTIC"
"45","10006642","ABRAXAS ACADEMY","1000 ACADEMY DRIVE","MORGANTOWN","PA","19543","-999","(610) 913-8000","STATE","OPEN",81,"BERKS","42011","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.geogroup.com/Portals/0/PREA_Certifications/Abraxas%20Academy%20Morgantown%20-%20PREA%20Auditor's%20Final%20Report%20_%203-23-17.pdf",2016-08-17,"IMAGERY/OTHER",2020-01-28,"https://abraxasyfs.com/abraxas-academy.html","JUVENILE",156,0.00935974199562,"{CA12EE77-491E-4C44-AA4B-ED6779FA30BD}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1156.27906407852,4.143874685e-06,20194,"020402030608",275.27,"meters",-75.9169530876165,40.1918084271075,45,420110117031001,"RURAL","MID ATLANTIC"
"46","10004046","CLAY COUNTY DETENTION CENTER","14 S WATER ST","LIBERTY","MO","64068","-999","(816) 407-3800","COUNTY","OPEN",382,"CLAY","29047","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.claymosheriff.org/index.html",2018-03-26,"IMAGERY/OTHER",2020-01-31,"http://www.claymosheriff.org/index.html","NOT AVAILABLE",-999,0.00590538050354,"{1FD86B7E-DD30-4B38-B29F-D4D31F05846B}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",748.504453703098,7.83166804e-07,57874,"103001010304",263.96,"meters",-94.4195056117308,39.2451667415946,46,290470214011024,"URBAN","WEST NORTH CENTRAL"
"47","10005390","CHARITON COUNTY JAIL / SHERIFF","307 SOUTH CHERRY STREET","KEYTESVILLE","MO","65261","-999","(660) 288-3277","COUNTY","OPEN",NA,"CHARITON","29041","USA","922140","CORRECTIONAL INSTITUTIONS","https://dps.mo.gov/dir/programs/cvsu/counties/chariton.php",2018-03-26,"IMAGERY/OTHER",2020-01-31,"https://dps.mo.gov/dir/programs/cvsu/counties/chariton.php","NOT AVAILABLE",32,0.00162007245871,"{519F1A5C-E316-4B52-B971-5A87221B57DB}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",200.54295481171,1.39933768e-07,61555,"102802020310",211.15,"meters",-92.9419863005768,39.4324279752784,47,290414702002173,"RURAL","WEST NORTH CENTRAL"
"48","10005389","CLINTON COUNTY JAIL / SHERIFF","207 NORTH MAIN STREET","PLATTSBURG","MO","64477","-999","(816) 539-2156","COUNTY","OPEN",NA,"CLINTON","29049","USA","922140","CORRECTIONAL INSTITUTIONS","http://sheriff.clintoncomo.org/jail/mail/",2018-03-26,"IMAGERY/OTHER",2020-01-31,"http://sheriff.clintoncomo.org/","NOT AVAILABLE",31,0.001718562151,"{24BF7C74-5B7F-4E60-AED0-8C801B6B8B46}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",217.570812981232,1.78610316e-07,61587,"102400120702",288.08,"meters",-94.4468241737007,39.5660495591373,48,290499603002062,"RURAL","WEST NORTH CENTRAL"
"49","10006476","LAFAYETTE COUNTY JAIL","5 COURTHOUSE SQUARE","LEWISVILLE","AR","71845","-999","(870) 921-4252","COUNTY","OPEN",NA,"LAFAYETTE","05073","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.arsheriffs.org/county_map/",2018-01-29,"IMAGERY/OTHER",2019-11-11,"NOT AVAILABLE","NOT AVAILABLE",-999,0.00161477942692,"{D18AB395-AEB1-49DE-A33C-7FF2EBB5F41C}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",196.591244922959,1.6246058e-07,35636,"111402050201",90.32,"meters",-93.5771227254588,33.357988158189,49,50734701021145,"RURAL","WEST SOUTH CENTRAL"
"50","10003448","CACHE COUNTY JAIL / SHERIFF","1225 W 200 N","LOGAN","UT","84321","-999","(435) 755-1000","COUNTY","OPEN",220,"CACHE","49005","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.cachesheriff.org/jail/",2018-05-02,"IMAGERY/OTHER",2020-02-20,"https://www.cachesheriff.org/jail/","NOT AVAILABLE",-999,0.00431427725148,"{5418902C-E906-44BF-8781-8B1145AF3026}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",547.121749409046,5.70740765e-07,28035,"160102030308",1354.46,"meters",-111.865925281074,41.7370290034465,50,490050003023032,"RURAL","MOUNTAIN"
"51","10005407","DENT COUNTY SHERIFF'S DEPARTMENT","112 EAST 5TH STREET","SALEM","MO","65560","-999","(573) 729-3241","COUNTY","OPEN",46,"DENT","29065","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.salemmo.com/county/Sheriff.asp",2018-03-26,"IMAGERY/OTHER",2020-01-31,"http://www.salemmo.com/county/JailProposal.asp","NOT AVAILABLE",21,0.000989248676859,"{1B9ECC95-2381-4FB0-92BA-BB102090135C}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",125.931839046502,6.0634739e-08,62686,"071401020103",355.08,"meters",-91.5354362251008,37.6462429210141,51,290659604001027,"URBAN","WEST NORTH CENTRAL"
"52","10005544","ITAWAMBA COUNTY JAIL","201 SOUTH CUMMINGS STREET","FULTON","MS","38843","-999","(662) 862-3401","COUNTY","OPEN",NA,"ITAWAMBA","28057","USA","922140","CORRECTIONAL INSTITUTIONS","http://itawambacoms.com/sheriff/",2018-03-28,"IMAGERY/OTHER",2020-01-07,"http://itawambacoms.com/sheriff/","NOT AVAILABLE",-999,0.00163711273015,"{A299B9EE-00B4-495A-BEE6-9A65EA5C6A49}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",197.622681332751,1.22127623e-07,61608,"031601010905",103.41,"meters",-88.4088188078308,34.2726772123245,52,280579503002039,"RURAL","EAST SOUTH CENTRAL"
"53","10003477","MILLARD COUNTY JAIL / SHERIFF","765 S HWY 99","FILLMORE","UT","84631","-999","(435) 743-5585","COUNTY","OPEN",NA,"MILLARD","49027","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.millardsheriff.org/information/jail-visiting-rules",2018-05-02,"IMAGERY/OTHER",2020-02-20,"https://www.millardsheriff.org/information/jail-visiting-rules","NOT AVAILABLE",-999,0.00376387931567,"{CBDA6524-6BCD-496E-B203-7DE12E2FFE81}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",471.809689513451,5.23559177e-07,46943,"160300051307",1545.6,"meters",-112.339332370055,38.9532779698331,53,490279743003081,"RURAL","MOUNTAIN"
"54","10004265","JACKSON COUNTY ADULT DETENTION CENTER","65 BRUCE EVANS DR.","PASCAGOULA","MS","39567","-999","(228) 769-3211","COUNTY","OPEN",309,"JACKSON","28059","USA","922140","CORRECTIONAL INSTITUTIONS","https://sheriff.co.jackson.ms.us/369/Detention-Center",2018-03-28,"IMAGERY/OTHER",2020-01-07,"https://www.co.jackson.ms.us/officials/sheriff/","MAXIMUM",-999,0.00549853663611,"{0BF7A850-9C4A-41E4-8347-573BA67F8007}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",660.924761418813,1.130622182e-06,62780,"031700060303",5.13,"meters",-88.5466889269665,30.3730410670907,54,280590422021010,"URBAN","EAST SOUTH CENTRAL"
"55","10000729","YOUTH FORESTRY CAMP #3","4534 TARKILN ROAD","JAMES CREEK","PA","16657","-999","(814) 658-3492","STATE","OPEN",24,"HUNTINGDON","42061","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.dhs.pa.gov/Services/Children/Pages/Forestry-Programs.aspx",2015-08-12,"IMAGERY/OTHER",2020-01-31,"https://www.dhs.pa.gov/Services/Children/Pages/Forestry-Programs.aspx","JUVENILE",50,0.0128657391144,"{EDF0D340-4FE1-409D-AF04-E5A8CB9618C5}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1569.23380100441,6.984551286e-06,41921,"020503030702",311.04,"meters",-78.1220548280357,40.3110210802195,55,420619508003011,"RURAL","MID ATLANTIC"
"56","10001994","BEXAR COUNTY ADULT DETENTION CENTER ANNEX","222 S COMAL ST","SAN ANTONIO","TX","78207","-999","(210) 335-5401","COUNTY","OPEN",NA,"BEXAR","48029","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.bexar.org/2562/Adult-Detention-Bureau",2018-04-25,"IMAGERY/OTHER",2020-02-11,"https://www.bexar.org/749/Adult-Detention-Center-Facility","MEDIUM",1733,0.00602148171502,"{6A4083D6-A222-44E3-93DE-7C02415F5273}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",733.330159461243,1.663813605e-06,49775,"121003010202",201.53,"meters",-98.5078863495858,29.4291654238067,56,480291106003015,"URBAN","WEST SOUTH CENTRAL"
"57","10003452","WEBER COUNTY JAIL / SHERIFF","721 W 12TH ST","OGDEN","UT","84404","-999","(801) 778-6700","COUNTY","OPEN",992,"WEBER","49057","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.webercountyutah.gov/sheriff/corrections/",2018-05-03,"IMAGERY/OTHER",2020-02-20,"http://www.webercountyutah.gov/sheriff/corrections/","MAXIMUM",888,0.0064814909917,"{4D2BE202-F415-4455-9C9A-5126A48D7FBF}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",837.392170917283,1.707005887e-06,31330,"160201020601",1302.55,"meters",-111.993648197202,41.2400636246839,57,490572104051016,"URBAN","MOUNTAIN"
"58","10003471","WASATCH COUNTY JAIL","1361 S US HWY 40","HEBER CITY","UT","84032","-999","(435) 657-1619","COUNTY","OPEN",65,"WASATCH","49051","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.wasatch.utah.gov/Sheriff#65537-corrections-and-court-security-jail",2017-10-06,"IMAGERY/OTHER",2020-02-20,"https://www.wasatch.utah.gov/Sheriff#65537-corrections-and-court-security-jail","NOT AVAILABLE",-999,0.00410049250456,"{C8154B54-71CA-4850-A9EA-A4294E541970}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",521.402292165559,6.5775279e-07,50234,"160202030303",1724.99,"meters",-111.408969097803,40.4905073121614,58,490519602013018,"RURAL","MOUNTAIN"
"59","10002616","UTAH COUNTY JAIL","3075 N MAIN ST","SPANISH FORK","UT","84660","-999","(801) 851-4210","FEDERAL","OPEN",689,"UTAH","49049","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.ice.gov/detention-facility/utah-county-jail",2018-05-03,"IMAGERY/OTHER",2020-02-20,"https://www.ice.gov/detention-facility/utah-county-jail","MAXIMUM",1019,0.0101826757674,"{FE052DCD-BEF3-4EEF-9341-BA8A46EF7E11}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1283.55175300545,2.215421089e-06,49866,"160202020503",1376.98,"meters",-111.65973507913,40.1488902091513,59,490490105032022,"URBAN","MOUNTAIN"
"60","10003450","WEBER COUNTY JAIL - KIESEL FACILITY","370 26TH ST","OGDEN","UT","84401","-999","(801) 778-6700","COUNTY","OPEN",NA,"WEBER","49057","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.webercountyutah.gov/sheriff/corrections/",2018-05-03,"IMAGERY/OTHER",2020-02-20,"http://www.webercountyutah.gov/sheriff/corrections/","MINIMUM",300,0.00279634000003,"{9FDADBA6-C456-4BC7-B937-AB1066945C76}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",354.291200011969,2.99484685e-07,48163,"160201020407",1313.86,"meters",-111.971780316416,41.2194750459782,60,490572011001011,"URBAN","MOUNTAIN"
"61","10003486","SOUTHWEST UTAH YOUTH CENTER","270 E 1600 N","CEDAR CITY","UT","84720","-999","(435) 867-2500","STATE","OPEN",13,"IRON","49021","USA","922140","CORRECTIONAL INSTITUTIONS","https://hs.utah.gov/resource/south-west-utah-youth-center",2020-02-20,"IMAGERY/OTHER",2020-02-20,"https://hs.utah.gov/resource/south-west-utah-youth-center","JUVENILE",20,0.00426126110184,"{8593EC3C-F08D-4234-A6B5-B565BBB63D2F}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",541.4610543288,5.08757096e-07,47390,"160300060309",1749.53,"meters",-113.057216292415,37.7067952027363,61,490211105022023,"URBAN","MOUNTAIN"
"62","10003455","FARMINGTON BAY YOUTH CENTER","907 W CLARK LANE","FARMINGTON","UT","84025","-999","(801) 538-4171","STATE","OPEN",21,"DAVIS","49011","USA","922140","CORRECTIONAL INSTITUTIONS","https://hs.utah.gov/resource/farmington-bay-youth-center",2020-02-20,"IMAGERY/OTHER",2020-02-20,"https://hs.utah.gov/resource/farmington-bay-youth-center","JUVENILE",42,0.00373273277373,"{26C1B1EE-29FF-4175-B014-527EE0F0157F}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",475.698687506464,5.25051012e-07,81193,"160201020502",1292.48,"meters",-111.907007982035,40.9812490452336,62,490111262061015,"URBAN","MOUNTAIN"
"63","10006452","POTTER COUNTY INIFIRMARY","13100 NE 29TH","AMARILLO","TX","79111","-999","NOT AVAILABLE","COUNTY","OPEN",NA,"POTTER","48375","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.pottercountysheriff.org/index.htm",2018-05-01,"UNVERIFIED",2020-02-27,"http://www.pottercountysheriff.org/index.htm","NOT AVAILABLE",27,0.00446723633587,"{2B135EC8-9989-4C53-9E06-6ECD940E698F}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",550.887793958171,1.245138938e-06,95992,"111203010102",1089,"meters",-101.667551196925,35.2431766884464,63,483750144012017,"RURAL","WEST SOUTH CENTRAL"
"64","10003380","VAN WERT COUNTY CORRECTIONAL FACILITY","204 N WASHINGTON ST","VAN WERT","OH","45891","-999","(419) 238-3866","COUNTY","OPEN",NA,"VAN WERT","39161","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.vanwertcountysheriff.com/corrections.asp",2018-04-12,"IMAGERY/OTHER",2020-02-20,"http://www.vanwertcountysheriff.com/corrections.asp","NOT AVAILABLE",78,0.00263327917869,"{45FB606F-AB3D-4E10-95B9-B09468F0F534}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",320.38510304982,2.25262013e-07,69116,"041000070804",237.93,"meters",-84.582176698669,40.8708848391173,64,391610206002023,"URBAN","EAST NORTH CENTRAL"
"65","10004381","YOUNG COUNTY JAIL","315 NORTH CLIFF DRIVE","GRAHAM","TX","76450","-999","(940) 549-1550","COUNTY","OPEN",50,"YOUNG","48503","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.tcjs.state.tx.us/index.php?linkID=325, https://texasjailproject.org/list_of_county_jails/, http://www.co.young.tx.us/page/young.Sheriff",2018-03-01,"IMAGERY/OTHER",2020-03-04,"NOT AVAILABLE","NOT AVAILABLE",144,0.00344592718612,"{52F1721F-51BC-48DD-8FF3-CC21A55AFE79}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",421.640802704288,5.54270703e-07,16505,"120602010107",332.68,"meters",-98.5673618442047,33.1201952971703,65,485039504011028,"RURAL","WEST SOUTH CENTRAL"
"66","10006808","DOUGLAS COUNTY JAIL / SHERIFF","209 SE 2ND AVE","AVA","MO","65608","-999","(417) 683-1020","COUNTY","OPEN",31,"DOUGLAS","29067","USA","922140","CORRECTIONAL INSTITUTIONS","http://dcsosheriff.com/?fbclid=IwAR2C9bpijzV8OMRswEkFjpPl7IZvvVMQOfFl85q2PSNrdT5mqaWYBX7gofc",2018-03-26,"IMAGERY/OTHER",2020-01-31,"https://www.facebook.com/Douglas-County-Mo-Sheriff-232971497207270/","NOT AVAILABLE",-999,0.000963991323522,"{29166D16-9001-490B-B88D-12F6203B3DB0}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",122.293366286575,5.7351589e-08,92773,"110100030201",396.37,"meters",-92.6590374436374,36.9513344884447,66,290679505003032,"RURAL","WEST NORTH CENTRAL"
"67","10001628","FRANKLIN COUNTY DETENTION FACILITY","1 BRUNS DRIVE","UNION","MO","63084","-999","(636) 583-2560 EXT 224","COUNTY","OPEN",132,"FRANKLIN","29071","USA","922140","CORRECTIONAL INSTITUTIONS","https://franklincountymosheriff.com/detention",2018-03-26,"IMAGERY/OTHER",2020-01-31,"http://franklincountymosheriff.com/","MAXIMUM",130,0.00384045311864,"{81A5DD8A-441F-421F-AD4D-37EC26519ACB}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",488.070910372976,7.68920403e-07,39445,"071401030405",197.61,"meters",-90.9918093963781,38.4589427084876,67,290718006032015,"URBAN","WEST NORTH CENTRAL"
"68","10001634","GREENE COUNTY JAIL","1000 N BOONVILLE AVE","SPRINGFIELD","MO","65802","-999","(417) 868-4048","COUNTY","OPEN",714,"GREENE","29077","USA","922140","CORRECTIONAL INSTITUTIONS","https://greenecountymo.gov/sheriff/division/detention/jailtracker.php",2018-03-26,"IMAGERY/OTHER",2020-01-31,"https://greenecountymo.gov/sheriff/","MAXIMUM",610,0.00345238373087,"{0C627AEE-C4CE-4FDD-B309-0C3EFB121F92}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",431.43606299041,5.1448521e-07,92625,"110100020301",398.56,"meters",-93.2918720332621,37.2185426595587,68,290770007001029,"URBAN","WEST NORTH CENTRAL"
"69","10003460","DECKER LAKE YOUTH CENTER","2310 W 2770 S","WEST VALLEY CITY","UT","84119","-999","(801) 954-9200","STATE","OPEN",18,"SALT LAKE","49035","USA","922140","CORRECTIONAL INSTITUTIONS","https://hs.utah.gov/resource/decker-lake-youth-center",2020-02-20,"IMAGERY/OTHER",2020-02-20,"https://hs.utah.gov/resource/decker-lake-youth-center","JUVENILE",30,0.00677987533521,"{822243AC-C199-4B0B-85C4-C4B888786055}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",840.309715158843,1.229581198e-06,75262,"160202040307",1292.19,"meters",-111.949982286728,40.7085478723868,69,490351133121001,"URBAN","MOUNTAIN"
"70","10003570","ROGERS COUNTY JAIL/AMOS G WARD DETENTION FACILITY","201 S CHEROKEE AVE","CLAREMORE","OK","74017","-999","(918) 342-9700","COUNTY","OPEN",280,"ROGERS","40131","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.rcsheriff.org/",2018-04-16,"IMAGERY/OTHER",2020-01-21,"http://www.rcsheriff.org/","NOT AVAILABLE",-999,0.00275538772652,"{F1FE2D9E-F88D-4D99-8691-82FC19564D64}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",344.712835673534,3.74645111e-07,69002,"110701050104",182.27,"meters",-95.6149449142688,36.3104462721986,70,401310501011032,"URBAN","WEST SOUTH CENTRAL"
"71","10003488","DIXIE AREA DETENTION CENTER / GATEWAY YOUTH CENTER","330 S 5300 W","HURRICANE","UT","84737","-999","(435) 627-2800","STATE","OPEN",10,"WASHINGTON","49053","USA","922140","CORRECTIONAL INSTITUTIONS","https://jjs.utah.gov/services/detention",2020-02-20,"IMAGERY/OTHER",2020-02-20,"https://jjs.utah.gov/services/detention","JUVENILE",40,0.00363510318457,"{44C5F1B2-3B1F-4461-91EE-C4476E7136AA}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",445.602750061785,6.86677112e-07,27933,"150100080909",880.64,"meters",-113.410107908381,37.1604271724854,71,490532709051000,"RURAL","MOUNTAIN"
